,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
10728,576,age outlaw pike bishop william holden prepare  retire  final robbery join  gang  include dutch engstrom ernest borgnine  brother lyle warren oate  tector gorch ben johnson bishop discover  heist  setup orchestrate  part  old partner deke thornton robert ryan  remain gang take refuge  mexican territory thornton trail  result  fierce gunfight  plenty  casualty,Adventure|Western,0,0,0,0,0
2228,43942, world  innovative documentary filmmaker  explore  hide side  everything,Documentary,0,0,0,0,0
1115,294741, english girl school full  seething hormone  turbulent emotion  lydia  abbie  good friend exist largely  universe  abbie  undisputed leader  natural charisma  magnetism  lydia  fixate  friend  long  emotionally abandon  single mum  agoraphobe  venture outside  year  barely acknowledge  daughter  presence lydia  fragile world start  unravel  white magik obsess brother  abbie sleep together  tragedy  ensue mysterious delirium overtake  school,Drama|Thriller,0,0,1,1,0
8107,8012, mobster travel  hollywood  collect  debt  discover  movie business  much  current job,Comedy|Thriller|Crime,0,1,0,1,0
3668,74306,feed  cruelty  stupidity  american culture  unlikely duo go  kill spree kill reality tv star bigot  other  find repugnant  black comedy,Drama|Comedy,0,1,1,0,0
8545,20539, movie  center around  salem massachusetts witch trial  movie  base  play  crucible  arthur miller  write  screen play adaptation,Drama|History,0,0,1,0,0
10415,18900, film base  truman capote book  name  botch robbery result  brutal murder  rural family  drifter elude police  end come  term  mortality  repercussion  vile atrocity,Crime|Drama,0,0,1,0,0
8383,764, group  college student find  mysterious book  recording  old wilderness cabin  rent  weekend  unwittingly unleash  demonic force  surround forest,Horror,0,0,0,0,0
6861,2016, wwii  north african man enlist  french army  liberate  country  nazi oppression  fight french discrimination,Drama|History|War,0,0,1,0,0
8530,8744, petty thief  police believe  major criminal  chase  basement bar  take  hostage include  bar employee  rest  movie deal  cop lurk outside  bar  trio try  get hold  situation inside,Crime|Drama|Thriller,0,0,1,1,0
821,253306, kylie bucknell  sentence  home detention  force  come  term  unsociable behaviour  blabber mother  hostile spirit  seem less  happy  new living arrangement,Horror|Comedy|Thriller,0,1,0,1,0
2063,31900, glimpse  life  french singer serge gainsbourg  grow  nazi occupy paris  successful song write year  death  age of,Drama,0,0,1,0,0
2272,43939, still  portrayal  tumultuous year  life  actor joaquin phoenix  remarkable access  documentary follows  oscar nominee  announce  retirement  successful film career  fall  set  reinvent  hip hop musician  film  portrait  artist  crossroad  explore notion  courage  creative reinvention  well  ramification  life spend  public eye,Music|Comedy|Drama,0,1,1,0,0
6622,9988, trip  germany  scatter  grandfather ash german american brother todd  jan discover beerfest  secret olympic  downing stout  want  enter  contest  defend  family beer guzzle honor  old country cousin sneer  yank chance prompt  sibling  return  america  prepare  showdown  follow year,Comedy,0,1,0,0,0
81,159824, old old old fashioned vampire vlad arrive  hotel  impromptu family get together hotel transylvania  collision  supernatural old school  modern day cool,Animation|Comedy|Family,0,1,0,0,0
1323,273997, portrait  man behind  great fraud  sporting history lance armstrong enrich  cheat  fan  sport  truth  former friend whose life  career  destroy would finally bring  down,Documentary,0,0,0,0,0
6306,9291,pro quarter back paul crewe  former college champion  coach nate scarboro  time  prison ask  put together  team  inmate  take  guard crewe enlist  help  scarboro  coach  inmate  victory  football game fix  turn  quite another way,Comedy|Drama,0,1,1,0,0
4812,121791, arab surgeon live  tel aviv discover  dark secret  wife  aftermath  suicide bombing,Drama,0,0,1,0,0
1614,30431, psychological heart wrench love story  provide  unique  inside look  charles darwin tear  faith  science  struggle  finish  legendary book  origin  specie  go  become  foundation  evolutionary biology,Drama|History,0,0,1,0,0
2697,10829,burt gummer return home  perfection nev  find  town  terror  become  theme park  simulate giant worm attack turn real  survivalist must battle  creature  gummer pit  impressive knowledge  weaponry  new  deadly generation  flesh eat graboid  help  young entrepreneur,Action|Comedy|Horror|Science Fiction|Thriller,1,1,0,1,0
831,177047, live  breast cancer patient  researcher  try  prove  genetic link  cancer intersect  groundbreaking study,Drama,0,0,1,0,0
7796,105325,goofy try  set  new home theater  time  big game  disastrous result,Animation|Comedy,0,1,0,0,0
6149,27590, student  trip  france  trick  smuggling secret  iron curtain  sexy spy,Action|Comedy|Thriller,1,1,0,1,0
2420,2105, high school party  friend find  lose  collective virginity  easy  thought  still believe  need  college  motivate  enter  pact  score  senior prom,Comedy|Romance,0,1,0,0,1
5321,2895, happy life spin  control  preacher  texas change  name go  louisiana  start preach  radio,Drama,0,0,1,0,0
3441,75736, live  female assassin take  sudden turn  charming boss lure  last job  soon find  thrust  bizarre situation involve  psychotic hit man  grizzle trucker  delusional line cook,Drama|Action|Thriller,1,0,1,1,0
2833,30416, commentary  hollywood star outtake  movie  footage  youth  documentary look  stanley kubricks life  film director jan harlan kubricks brother  law  sometime collaborator interview heavyweight like jack nicholson woody allen  sydney pollack  explain  influence  kubrick classic like dr strangelove  space odyssey  absorb visual clue  disposable culture  television commercial,Documentary,0,0,0,0,0
6348,9270, teenage loner push  way  underworld  high school crime ring  investigate  disappearance  ex girlfriend,Drama|Mystery,0,0,1,0,0
3601,73567, cop matthew mcconaughey  moonlight  hit man agree  kill  hate mother  desperate drug dealer emile hirsch  exchange  tumble  young man virginal sister juno temple,Drama|Thriller,0,0,1,1,0
3934,65, set  detroit  city  divide  mile  road  split  town  half along racial line  young white rapper jimmy b rabbit smith jr summon strength  cross  arbitrary boundary  fulfill  dream  success  hip hop  future  third  choke,Drama,0,0,1,0,0
1649,176241, movie cover  event  occur  downfall  company  finale  series prison break  detail  arrest  incarceration  sara tancredi sarah wayne callie  final escape plan  michael devise  sara  reveal  ultimate fate  gretchen morgan jodi lyn okeefe,Action|Drama|Thriller,1,0,1,1,0
9601,941,veteran button  lapd detective roger murtaugh  partner  unhinged cop martin riggs  distraught  wife death  death wish  take unnecessary risk  criminal  every turn  odd couple embark  first homicide investigation  partner involve  young woman know  murtaugh  tie  drug  prostitution ring,Adventure|Action|Comedy|Thriller|Crime,1,1,0,1,0
5945,131689, group  teenager test  legend  immortal witch  get  bargain  almost halloween  young people spook  undaunted  folklore surround  old haunted house make  way  abode  legendary wicked perhaps hope  provoke  malevolent witch  clearly  prepare  certainly unleashed,Fantasy|Horror|Thriller,0,0,0,1,0
3833,70338, television movie  set  city  dimmsdale  center  series main protagonist timmy turner  fairy godparent cosmo  wanda  fairy godbrother poof  movie timmy  year old  still  fifth grade  fairy obsess fifth grade teacher mr crocker despite  grow  timmy find  loophole  fairy rulebook da rule  continue  act like  kid  still get  keep  fairy  dilemma rise  tootie  dorky girl  year old return  dimmsdale  attractive woman timmy fall  love  sign  grow  adult  mean  close  lose  fairy meanwhile  oil business tycoon name hugh j magnate jr  team  mr crocker plan  use timmys fairy magic  order  promote  oil business,Family|Fantasy,0,0,0,0,0
3652,54093,neil  ivan mccormick  irish brother  attempt  become rock star  look  high school friend  become  big band  world,Comedy|Drama,0,1,1,0,0
8000,10650, young rape victim take justice  hand  become  serial killer  dirty harry callahan  suspension  sfpd  bring  justice,Action|Crime|Thriller,1,0,0,1,0
9636,10110, story  young english boy  live  parent  shanghai  world war ii  pearl harbor attack  japanese occupy  shanghai international settlement  follow chaos jim become separate  parent,Drama|History|War,0,0,1,0,0
8346,19380, small southwestern town sheriff find  body  desert  suitcase  impersonate  man  stumble  fbi investigation,Action|Crime|Drama|Mystery|Thriller,1,0,1,1,0
9972,26234, british crime drama base  book  ludovic kennedy  film dramatise  case  british serial killer john christie  commit  crime  titular terrace house  miscarriage  justice involve timothy evans,Crime|Drama,0,0,1,0,0
5504,136795,uptight  straight lace fbi special agent sarah ashburn  methodical investigator  reputation  excellence  hyper arrogance shannon mullins  boston p  fine  foul mouthed  short fuse  use  gut instinct  street smart  catch  elusive criminal neither  ever  partner  friend  matter  wildly incompatible law officer join force  bring  ruthless drug lord  become  last thing anyone expect  buddy,Action|Comedy|Crime,1,1,0,0,0
2689,9896, ensemble film  easy money greed manipulation  bad drive  las vegas casino tycoon entertain  wealthy high roller  group  bet  anything  pit  ordinary people  wild dash  million jammed  locker hundred  mile away  tycoon  wealthy friend monitor  racer every move  keep track  favorite  rule  race  rule,Adventure|Comedy,0,1,0,0,0
8293,10699,bernie laplante  rough time he s divorce  ex wife hate  custody  son  cop  set  trap  top  lose  shoe whilst rescue passenger  crash jet  thief  luck bernie take advantage  crash  someone else claim credit  rescue,Drama|Comedy|Thriller|Mystery,0,1,1,1,0
3458,71859, mother  teenage sociopath  go  high school kill spree recall  son derange behavior  childhood  deal  grief,Drama|Thriller,0,0,1,1,0
749,244506, young woman join  military  part  something big  small town root instead  end  new guard  guantanamo bay  mission  far  black  white surround  hostile jihadist  aggressive squadmate  strike  unusual friendship  detainee,Drama,0,0,1,0,0
6300,10060, tale  inner city drug dealer  turn away  crime  pursue  passion rap music,Drama,0,0,1,0,0
2373,40016, platoon  eagle  vulture attack  resident  small town many people die  know  cause  fly menace  attack  people manage  fight back  survive birdemic,Horror|Science Fiction,0,0,0,0,0
2442,4806,ike graham new york columnist write  text always  last minute  time  drunken man  favourite bar tell ike  maggie carpenter  woman  always flee  groom  last possible moment ike  good opinion  female anyway write  offensive column without research  subject thoroughly,Comedy|Romance,0,1,0,0,1
9247,10161, true story tell  flashback christy brown  bear  crippling cerebral palsy  poor work class irish family able  control movement  leave foot  speak  guttural sound  mistakenly believe  retarded  first  year  life,Drama,0,0,1,0,0
